11.23,700.33002
12,698.03998
10.65,700.16998
11.35,699.37
12,696.34003
11.45,696.62
10.89,697.45001
12,697.90002
12,698.56
12,699.47998
12,698.07001
12,699.46997
12,700.21997
12,702.32001
12,702.92999
12,703.41998
12,702.94
12,703.09003
12,703.57001
11.7,704.01001
11.02,704.34003
11,704.44
11,704.19
11,704.42999
11,704.04999
11,703.53003
11,704.21997
11,704.28003
11,704.5
11,704.59003
11,705.38
11,704.20001
11,705.77002
11,704.63
11,704.47998
11,704.59003
11,705.08002
10.88,705.64001
10.75,706.17999
10.64,706.21997
10.06,706.83002
10.04,706.71997
10,706.26001
10,706.42999
10,707.78998
10,705.28998
10,699.97998
10,699.39001
9.9899998,699.08002
9.8100004,696.57001
9.1499996,696.41998
9,696.03003
9,695.53003
9,696.47998
9,696.07001
9,696.52002
9,696.95001
9,697.62
9,696.98999
9,697.20001
9,697
9,696.45001
9,696.19
9,696.56
9,696.15002
9,695.76001
9,694.79999
9,695.64001
9,702.19
9,701.71002
9,700.32001
9,702.01001
9,703.58002
9,703.42999
9,704.31
9,704.81
9,704.58002
9,705.40002
9,706.21002
9,700.41998
9,702.88
9,701.31
8.9799995,700.54999
8.8999996,700.53003
8.5799999,700.37
8.4700003,700.48999
8.2399998,700.96997
8.4899998,700.75
8.3199997,700.78998
8.6599998,700.42999
8.0600004,699.96997
8.3900003,700.40002
8.0100002,701.39001
8.1400003,702.92999
8.1899996,701.75
8.3800001,701.34998
8,700.12
8.0900002,698.91998
8.1899996,697.71002
8,695.84003
8.3599997,696.28003
8.1000004,695.60999
8.6499996,694
8,694.98999
8.4700003,699.78003
8,699.40002
8.0699997,699.98999
8.7299995,698.92999
8.4200001,697.41998
8,696.62
8.0200005,697.57001
8.6099997,697.29999
8,698.37
8,698.78998
8.79,699.12
8.71,699.22998
8.3699999,699.35999
8.1999998,698.90997
8.0200005,698.21997
8.1499996,698.59998
8,699.73999
8,701.48999
8,701.67999
8,701.87
8,701.5
7.9899998,702.78998
7.9899998,703.5
7.9000001,701.82001
7.8800001,702.15002
7.8299999,701.82001
7.5799999,697.95001
7.98,699.73999
7.3299999,700.79999
7.3899999,701.75
7.23,701.81
7.1500001,701.15997
7,700.06
7.9099998,701.89001
8,703.14001
8,700.71997
8,696.90002
8,697.42999
8,696.53998
8,697.37
8,698.35999
7.98,700.19
7.0900002,700.15002
7,699.31
7,697.01001
7,696.65997
7,698.19
7,696.84998
7,697.75
7.48,697.98999
7.9499998,698.26001
7.5300002,699.35999
7.3699999,699.04999
7,698.90997
7,699.71997
7,700.02002
7.3600001,699.70001
7.3600001,699.88
7.6900001,699.63
7.7800002,699.35999
7.8400002,699.28003
8,699.21002
7.71,698.81
7,698.57001
7,697.70001
7.1399999,695.13
7.5500002,695.5
7.02,695.46997
7.0599999,695.26001
7.0900002,695.94
7,694.5
7.1700001,693.38
7,693.65997
7,693.21002
7,692.96002
7,691.57001
7,698.60999
7,696.03998
7.3099999,695.66998
7.2600002,694.92999
7.02,695.5
7.8499999,694.53003
7.0799999,696.66998
7,700.15002
7,700.23999
7,700.37
7,701.21997
7,700.76001
7,700.15997
7,698.67999
7,699.90997
7,699.03998
7,698.95001
7,698.35999
7,698.46997
7,696.60999
7,698.15002
7,698.44
7.0300002,698.66998
7,698.27002
7,698.32001
7,697.84003
7,697.90002
7,697.26001
7,697.40002
7,697.47998
7,696.78003
7,695.77002
7,695.59998
7,695.59003
7,694.10999
7,695.42999
7,696.09003
7,699.03003
7,699.89001
7,699.32001
7,698.90997
7,698.83002
7,697.67999
7,697.79999
7,698.77002
7,699.07001
7,699.73999
7,699.13
7,699.52002
7,700.42999
7,700.59003
7,700.29999
7,700.28003
7,699.63
7,699.45001
7,700.26001
7,700.37
7,700.15997
7,701.46997
7,701.69
7,701.81
7,702.84003
7,701.62
7,701.22998
7,704.46997
7,704.66998
7,704
6.9699998,704.02002
7,703.40997
7,702.73999
7,702.03003
7,701.45001
7,700.64001
7,701.51001
7,701.53003
7,703.13
7,702.96002
7,705.39001
7,704.60999
7,703
7,703.62
7,695.88
7,695.35999
7,696.15997
7,695.87
7,692.16998
7,691.97998
7,690.76001
7,690.06
7,691.17999
7,690.82001
7,689.85999
7,690.35999
7,691.78003
7,694.56
7,695.20001
6.8899999,696.46997
7,698.29999
7,697.62
7,698.25
7,696.59003
7,697.04999
7,698.78998
7,699.28998
7,699.54999
7,699.69
7,700.06
7,700.44
7,701.59998
7,700.51001
7,700.90997
7,700.95001
7,699.04999
7,699.10999
7,699.90997
7,698.66998
7,699.87
7,699.96997
7,699.79999
7,700.84998
7,700.78998
7,698.29999
7,699.02002
7,699.87
7,699.39001
7,700.31
7,700.81
7,701.09998
7,701.40997
7,701.17999
7,701.19
7,700.91998
7,700
7,700.78003
7,699.66998
7,699.84998
7,698.92999
7,698.75
7,697.70001
7,696.34998
6.9499998,699.52002
7,698.63
7,697.12
7,695.41998
6.9400001,694.44
6.21,694.21002
6,693.77002
6,695.28998
6,695.77002
6,695.88
6.1300001,697
6.9000001,697.25
7,695.90997
6.48,696.31
6,696.62
6,696.29999
6,696.95001
6,696.28003
6,697.63
6,697.34003
6,697.12
6,697.41998
6,697.03998
6,697.66998
6,697.35999
6,695.63
6,696.17999
6,696.32001
6,696.60999
6,695.92999
6,696.37
6.3600001,696.83002
7,697.08002
7,697.33002
7,697.06
6.73,697.84998
6.8400002,698.87
6.23,699.97998
6,698.96997
6,700.14001
6,699.98999
6,699.69
6,700.06
6.0900002,699.33002
7,698.56
7,698.94
6.9299998,698.29999
5.8499999,699.28003
5.02,699.67999
5,700.25
5,700.16998
5,701.13
5,700.52002
5.1999998,701.29999
6,701.46997
6.02,701.48999
6.04,701.65002
5.2600002,701.09003
